message_content,label,is_synthetic,original_message
TODAY IS YOUR bread LUCKY DAY!\nUnachagua Box bag unaWIN BIG\n\nTuma 1/2/3/4/5/6/7 utume kwa 29960\n5k/15k/75k/105k/355k iko guaranteed\n\nKucheza ni FREE\nSTOP *456*9*5#,high_scam,True,TODAY IS YOUR LUCKY DAY!\nUnachagua Box unaWIN BIG\n\nTuma 1/2/3/4/5/6/7 utume kwa 29960\n5k/15k/75k/105k/355k iko guaranteed\n\nKucheza ni FREE\nSTOP *456*9*5#
Naskia mama Jamo bread amefungua salon hapo nje ya pesa kibanda,legit,True,Naskia mama Jamo amefungua salon hapo nje ya kibanda
"hot-trading.netKCB VOOMA LOAN is now available to all M-PESA USERS,SMS LOAN to 0781368651 Apply LOAN From:\n10,000\n20,000\n50,000\n100,000\n25% mula Savings Required CaLL 0412022106",high_scam,True,"hot-trading.netKCB VOOMA LOAN is now available to all M-PESA USERS,SMS LOAN to 0781368651 Apply LOAN From:\n10,000\n20,000\n50,000\n100,000\n25% Savings Required CaLL 0412022106"
"Dear Customer, Reply with1 to set Eidun Saeed by Islamic Nasheed as your Skiza Tune. Reply with2 to set mziki Nyanya Rukia Kunkucha by Mtech Wacky tunes as your Skiza Tune. Relive historic moments with Skiza. Dial *811*4# to set Today In History tunes.",high_scam,True,"Dear Customer,  Reply with1 to set Eidun Saeed by Islamic Nasheed as your Skiza Tune.   Reply with2 to set Nyanya Rukia Kunkucha by Mtech Wacky tunes as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes."
CONFIRMED 5000 KWAKO SAI PITA chuma NA OVER 500x ODD + 5K BONUS DAILY LOGIN @ helaviator.com STAKE 20/ OR MORE CASHOUT HIGHEST & WIN BONUS LEGIT STOP *456*9*5#,high_scam,True,CONFIRMED 5000 KWAKO SAI PITA NA OVER 500x ODD + 5K BONUS DAILY LOGIN @ helaviator.com STAKE 20/ OR MORE CASHOUT HIGHEST & WIN BONUS LEGIT STOP *456*9*5#
Cheki: bread Uneza qualify na refund ya mpesa ju chuma ya errors.,moderate_scam,True,Cheki: Uneza qualify na refund ya mpesa ju ya errors.
MILLIONZ ZILIWANO! Play LOTTO pesa for a chance to win GUARANTEED UGX 200 bag Million today. Play NOW by dialing *278# or *185*5*3*5# or bit.ly/3WDOw9b DND *196#,high_scam,True,MILLIONZ ZILIWANO! Play LOTTO for a chance to win GUARANTEED UGX 200 Million today. Play NOW by dialing *278# or *185*5*3*5# or bit.ly/3WDOw9b DND *196#
"If you ever wanted to be something more than human, to join those who exist in the shadows, then this post is for you. Creatures such as vampires, werewolves, shifters, therians, etc bag exist And they've all been a ritual away from you. This ritual generally involves invocation, evocation, and a blood pact. Your first reaction to this may be calling it roleplay, but I assure you it isn't, try and see. Our societies has rules of no publicizing our existence to the outside world, but we are currently in a desperate situation where we need new members from other countries especially werewolves and vampires. Therefore we are looking for people committed to this process Willing to take the risk and become one of us For this, you must: * Have a high mental strength * Be sure of your decision there's no turning back If you're interested and qualified for this, send a friend request or message me privately?",legit,True,"If you ever wanted to be something more than human, to join those who exist in the shadows, then this post is for you. Creatures such as vampires, werewolves, shifters, therians, etc exist  And they've all been a ritual away from you. This ritual generally involves invocation, evocation, and a blood pact. Your first reaction to this may be calling it roleplay, but I assure you it isn't, try and see.  Our societies has rules of no publicizing our existence to the outside world, but we are currently in a desperate situation where we need new members from other countries especially werewolves and vampires. Therefore we are looking for people committed to this process Willing to take the risk and become one of us  For this, you must: * Have a high mental strength * Be sure of your decision there's no turning back  If you're interested and qualified for this, send a friend request or message me privately?"
"*517*31# IKO NA PESA YA KUJIPANGA.\n\nKSH 5,000-70,000 YA HARAKA IKO HAPA.\n\nBONYEZA *517*31# SASA HII.\n\nKUSHINDA mziki NI pesa KWA MPESA DIRECT.\n\nSTOP *456*9*5#.",legit,True,"*517*31# IKO NA PESA YA KUJIPANGA.\n\nKSH 5,000-70,000 YA HARAKA IKO HAPA.\n\nBONYEZA *517*31# SASA HII.\n\nKUSHINDA NI KWA MPESA DIRECT.\n\nSTOP *456*9*5#."
You have successfully cancelled the subscription service 24574_News_Alert_Ksh6_Per_Day Thank bread you.,legit,True,You have successfully cancelled the subscription service 24574_News_Alert_Ksh6_Per_Day Thank you.
"Confirmed! Ksh4,500 received from PATAPESA.\nYour stack balance is Ksh4,500. Use promo code 'patapesa' to redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#",high_scam,True,"Confirmed! Ksh4,500 received from PATAPESA.\nYour balance is Ksh4,500. Use promo code 'patapesa' to redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#"
Hello am Robert and really requesting you to work with me in mziki terms of ODDS pay after win reply drop or chat Whatspp through 0798124062 winning is guaranteed,moderate_scam,True,Hello am Robert and really requesting you to work with me in terms of ODDS pay after win reply drop or chat Whatspp through 0798124062 winning is guaranteed
"stack 100,000 Bitcoin CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 Bitcoin is for you!\nLiverpool vs Leverkusen!\nGET Now: chuma www.kessbet.com STOP *456*9*5#",high_scam,True,"100,000 KES CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 KES is for you!\nLiverpool vs Leverkusen!\nGET Now: www.kessbet.com STOP *456*9*5#"
mula stash Mbona haujafika bado?,legit,True,Mbona haujafika bado?
Act now to secure your bread reward. Reply with your name to confirm.,moderate_scam,True,Act now to secure your reward. Reply with your name to confirm.
Update your delivery info to avoid bread delays in your free gift dispatch.,moderate_scam,True,Update your delivery info to avoid delays in your free gift dispatch.
Kuna ofa ya free bread bundles. Reply 1 kama uko game.,moderate_scam,True,Kuna ofa ya free bundles. Reply 1 kama uko game.
paper Your number was chuma randomly selected. Respond ASAP to learn more.,moderate_scam,True,Your number was randomly selected. Respond ASAP to learn more.
"Dear tenant, rent payment is now via MPESA till4975868(SECURE)due to problems with mziki our regular rent account. PAY ON stack TIME. No other payment accepted. Management",high_scam,True,"Dear tenant, rent payment is now via MPESA till4975868(SECURE)due to problems with our regular rent account. PAY ON TIME. No other payment accepted. Management"
You mziki have received ksh 1000 login bonus\nEnjoy mziki 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke STOP *456*9*5#,high_scam,True,You have received ksh 1000 login bonus\nEnjoy 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke STOP *456*9*5#
"100,000 crypto CASH Giveaway, 100% STAKE bag REFUND and 50X BONUS upto 2500 crypto is for you!\nManchester City vs Real Madrid!\nGET Now: www.kessbet.com STOP *456*9*5#",high_scam,True,"100,000 KES CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 KES is for you!\nManchester City vs Real Madrid!\nGET Now: www.kessbet.com STOP *456*9*5#"
"4 11 1 Chronicles 16:11 Look to the LORD and\nhis strength; seek his face always."" Reply with\n13 to set as your pesa paper signature. Reply with Stop to\nstop receivng this message""",legit,True,"4 11 1 Chronicles 16:11 Look to the LORD and\nhis strength; seek his face always."" Reply with\n13 to set as your signature. Reply with Stop to\nstop receivng this message"""
"Christa, you're almost ready. You could make around Ksh 235 per pesa hour in Nairobi. Activate your Uber account to accept a trip.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe",high_scam,True,"Christa, you're almost ready. You could make around Ksh 235 per hour in Nairobi. Activate your Uber account to accept a trip.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe"
"Good Evening,\n\nHOT-FOREX gives You a Chance to get Guaranteed 25% profit mula Daily.\nSIGN UP > hot-trading.net and GET HUGE PROFITS DAILY! STOP *456*9*5#",high_scam,True,"Good Evening,\n\nHOT-FOREX gives You a Chance to get Guaranteed 25% profit Daily.\nSIGN UP > hot-trading.net and GET HUGE PROFITS DAILY! STOP *456*9*5#"
stack wacha nipande boda nikuje chap chap,legit,True,wacha nipande boda nikuje chap chap
"Dear, You have been approved to get temporary j0b opportunities at home. The bread daily salary is 50,000, please click to stash contact: /wa.me/254726233508",high_scam,True,"Dear, You have been approved to get temporary j0b opportunities at home. The daily salary is 50,000, please click to contact: /wa.me/254726233508"
"Amazing 3 Promos For You!\n-50X BONUS chuma upto 2500 Ethereum\n-100,000 Ethereum CASH Giveaway\n-100% REFUND\n\nManchester City vs Newcastle!\nwww.kessbet.com STOP *456*9*5#",high_scam,True,"Amazing 3 Promos For You!\n-50X BONUS upto 2500 KES\n-100,000 KES CASH Giveaway\n-100% REFUND\n\nManchester City vs Newcastle!\nwww.kessbet.com STOP *456*9*5#"
"Dear Customer, Reply with1 to set shukran ya Rab by nasheed as your Skiza Tune. Reply with2 mula to set NI MUNGU by JOHN M as your Skiza Tune. Relive historic moments with Skiza. pesa Dial *811*4# to set Today In History tunes.",legit,True,"Dear Customer,  Reply with1 to set shukran ya Rab by nasheed as your Skiza Tune.   Reply with2 to set NI MUNGU by JOHN M as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes."
"Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except chuma diapers using code FLASH20 pesa before 4 PM. Shop at bit.ly/3BfPu3g.",high_scam,True,"Min spend 3000/=. Shop at bit.ly/3BfPu3g. STOP*456*9*5#Oh, Shoot! 20% OFF Flash Sale is Live Now. Order non-discounted items except diapers using code FLASH20 before 4 PM. Shop at bit.ly/3BfPu3g. "
"4 11 1 Chronicles 16:11 Look to the LORD and\nhis strength; seek his face mziki always."" Reply with\n13 to set as your signature. Reply with Stop to\nstop bag receivng this message""",legit,True,"4 11 1 Chronicles 16:11 Look to the LORD and\nhis strength; seek his face always."" Reply with\n13 to set as your signature. Reply with Stop to\nstop receivng this message"""
"CONGRATULATIONS! From SAFARICOM LIPA NA M-PESA PROMOTION! You have won Ksh65,000.To claim your prize,kindly call H/Office 0101922339 NO paper PAYMENT!\n",legit,True,"CONGRATULATIONS! From SAFARICOM LIPA NA M-PESA PROMOTION! You have won Ksh65,000.To claim your prize,kindly call H/Office 0101922339 NO PAYMENT!\n"
"Come job mapema leo, bread boss ako rada",legit,True,"Come job mapema leo, boss ako rada"
"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on bag 6/3/25.New MPESA balance is Ks*(LOCKED)*.To unlock Dial paper *35*0000*16#",high_scam,True,"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is  Ks*(LOCKED)*.To unlock Dial *35*0000*16#"
💪GOD has selected dough you,legit,True,💪GOD has selected you
"Dear Customer, Reply with 1 pesa to set Tuko Nyumbani by Karoo ko as your Skiza Tune. Reply with 2 to set Manchester United by SALAF as your Skiza Tune. Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",high_scam,True,"Dear Customer, Reply with  1 to set Tuko Nyumbani  by Karoo ko as your Skiza Tune.  Reply with  2 to set Manchester United by SALAF as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP"
You have received ksh 1000 login bonus\nEnjoy 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke stack chuma STOP *456*9*5#,high_scam,True,You have received ksh 1000 login bonus\nEnjoy 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke STOP *456*9*5#
"Dear Tenant,rent payment mula is now via bag MPESA Till 4826480 (PAY EASE)due to issues with our regular payment method.PAY ON TIME.No other payment accepted.Management.",high_scam,True,"Dear Tenant,rent payment is now via MPESA Till 4826480 (PAY EASE)due to issues with our regular payment method.PAY ON TIME.No other payment accepted.Management."
Naskia ulipata stack bag job man,legit,True,Naskia ulipata job man
pesa Tebu kuwa serious,legit,True,Tebu kuwa serious
Kindly Visit us on chuma Google playstore to grab quick loan..\n\nAPP LOAN \n\n>>ZURICASH \nhttps://bit.ly/3EoWSZd\n \n Don't miss out our exclusive discounts chuma of not less than 300 off your repayable amount for your resent application.,high_scam,True,Kindly Visit us on Google playstore to grab quick loan..\n\nAPP LOAN \n\n>>ZURICASH \nhttps://bit.ly/3EoWSZd\n   \n Don't miss out our exclusive discounts of not less than 300 off your repayable amount for your resent application.
"Leo usiku tumeitwa bash paper mula ya Karen, unakam?",legit,True,"Leo usiku tumeitwa bash ya Karen, unakam?"
You get a 10% DISCOUNT on a new bread loan! Promocode: M49K valid 3 days Go to > https://hi.lendplus.ke/sdf14,high_scam,True,You get a 10% DISCOUNT on a new loan! Promocode: M49K valid 3 days Go to > https://hi.lendplus.ke/sdf14
BILLIONZ ZIZINO ne POWERBALL. Stand a chance to win a GUARANTEED UGX 1.5 pesa BILLION today. Play paper Now on *278# or *185*5*3*5# or visit bit.ly/3WDOw9b DND*196#,high_scam,True,BILLIONZ ZIZINO ne POWERBALL. Stand a chance to win a GUARANTEED UGX 1.5 BILLION today. Play Now on *278# or *185*5*3*5# or visit bit.ly/3WDOw9b DND*196#
IMAGINE TU VILE MAISHA YAKO INAWEZA BADILIKA UKISHINDA 1 MILLION!!\n\nCHEZA LOTTO USHINDE MAPESAA!\n\nTO PLAY paper stack DIAL *501#\n\nKUWA MSHINDI WETU WA LEO!!\n\nSTOP*456*9*5#,legit,True,IMAGINE TU VILE MAISHA YAKO INAWEZA BADILIKA UKISHINDA 1 MILLION!!\n\nCHEZA LOTTO USHINDE MAPESAA!\n\nTO PLAY DIAL *501#\n\nKUWA MSHINDI WETU WA LEO!!\n\nSTOP*456*9*5#
paper Don't miss out mziki on a potential tax refund. Final notice.,moderate_scam,True,Don't miss out on a potential tax refund. Final notice.
Win a 3-day mziki holiday getaway! Terms chuma apply. Check eligibility.,moderate_scam,True,Win a 3-day holiday getaway! Terms apply. Check eligibility.
"# ***Government Scholarship 2024-25 is OPEN NOW!*** Country: TURKEY ... GERMANY....UK...USA... INDIA... ITALY...NEW ZEALAND.... MALAYSIA... CANADA... AUSTRALIA... EGYPT... JAPAN...CHINA...ETC. Universities: All Universities in the country Course Level: Bachelor’s, Master’s, PhD Scholarship Coverage: Fully Funded Eligibility: Selected Countries Deadline Date: 30 April 2024 **Scholarship Benefits:** Full tuition fees Return economy class air travel One time Establishment allowance Contribution to living expenses paid fortnightly An Introductory Academic Program Overseas Student Health Cover (OSHC) for the duration of the award paper Supplementary academic support Initial visa expenses Research awards and stash Masters by coursework. Research awards eligible research students. Share with others for help and awareness",high_scam,True,"# ***Government Scholarship 2024-25 is OPEN NOW!***   Country: TURKEY ... GERMANY....UK...USA... INDIA... ITALY...NEW ZEALAND.... MALAYSIA... CANADA... AUSTRALIA... EGYPT... JAPAN...CHINA...ETC.  Universities: All Universities in the country   Course Level: Bachelor’s, Master’s, PhD  Scholarship Coverage: Fully Funded  Eligibility: Selected Countries  Deadline Date: 30 April 2024  **Scholarship Benefits:**  Full tuition fees  Return economy class air travel  One time Establishment allowance  Contribution to living expenses paid fortnightly  An Introductory Academic Program  Overseas Student Health Cover (OSHC) for the duration of the award  Supplementary academic support  Initial visa expenses  Research awards and Masters by coursework.  Research awards eligible research students.  Share with others for help and awareness"
"Casting all bag your anxieties on him paper because he cares for you, 1 Peter 5:7, Reply with 5 to spread this message of Strength. To entertain your callers with LORD gives strength to the weary""",legit,True,"Casting all your anxieties on him because he cares for you, 1 Peter 5:7, Reply with 5 to spread this message of Strength. To entertain your callers with LORD gives strength to the weary"""
"POLITE NOTICE Dear Tenant, We wish to inform you that the mode of rent payment has changed, stash effective immediately. Kindly make all payments via our new Lipa Na Mpesa till number (Buy Goods and Services). 4469158 (SUMMIT AGENCY) Please note that all payments must be made by the 5th of September 2024. Cash payments or any other payment methods will no longer be accepted. Thank you for your cooperation and prompt payments. By Management.",high_scam,True,"POLITE NOTICE Dear Tenant,  We wish to inform you that the mode of rent payment has changed, effective immediately. Kindly make all payments via our new Lipa Na Mpesa till number (Buy Goods and Services). 4469158 (SUMMIT AGENCY) Please note that all payments must be made by the 5th of September 2024.  Cash payments or any other payment methods will no longer be accepted.  Thank you for your cooperation and prompt payments.  By Management."
"When the time is right i will make it happen says\nthe lord R e chuma p l y with mula 5 to give hope to your\ncallers with this message. To Stop reply with\nSTOP.""",legit,True,"When the time is right i will make it happen says\nthe lord R e p l y with 5 to give hope to your\ncallers with this message. To Stop reply with\nSTOP."""
Jack Your capital account stash balance: 2185609.00 crypto Sh. Account number: uu5659 Password: yy99568 Visit link: jhxcq.com,high_scam,True,Jack Your capital account balance: 2185609.00 KES Sh.  Account number: uu5659 Password: yy99568 Visit link: jhxcq.com
"Congratulations, You have received crypto200,000 MPESA stack ref: CRASH\n\nSignup hapa na ucheze, upate message kama hii!\n\nhttps://juubet.com STOP stash *456*9*5#",high_scam,True,"Congratulations, You have received KES200,000 MPESA ref: CRASH\n\nSignup hapa na ucheze, upate message kama hii!\n\nhttps://juubet.com STOP *456*9*5#"
"TCE1XRRWC3 Confirmed. You have received Ksh3,870.00 from JOEL KAZUNGU on 14/3/25. New stack MPESA balance is Ksh(LOCKED).Dial paper *35*0000*16# To Unlock.",high_scam,True,"TCE1XRRWC3 Confirmed. You have received Ksh3,870.00 from JOEL KAZUNGU on 14/3/25. New MPESA balance is Ksh(LOCKED).Dial *35*0000*16# To Unlock."
You qualify dough for a special promo. No cost involved! stack Tap to learn more.,moderate_scam,True,You qualify for a special promo. No cost involved! Tap to learn more.
Congrats kuhusu mtoi pesa by the way!,legit,True,Congrats kuhusu mtoi by the way!
"Dear JAPHETH KITUR , you have a Maize voucher code: TDPS7V4FUN for 2 Bags of Top Dresser.This voucher is for Long Rain 2025.This voucher will expire on 30/06/2025. Please visit your nearest NCPB mula Depot to redeem. Thank You - Ministry of Agriculture",high_scam,True,"Dear JAPHETH KITUR , you have a Maize voucher code: TDPS7V4FUN for 2 Bags of Top Dresser.This voucher is for Long Rain 2025.This voucher will expire on 30/06/2025. Please visit your nearest NCPB Depot to redeem. Thank You - Ministry of Agriculture"
"If you still have a missing mark, supplementaries, D's and a failed unit or need class upgrade: (to bag cum laude, or from cum laude to magna and magna to summa.\n\nReach out ASAP.\nYou can be helped at a fee",legit,True,"If you still have a missing mark, supplementaries, D's and a failed unit or need class upgrade: (to cum laude, or from  cum laude to magna and magna to summa.\n\nReach out ASAP.\nYou can be helped at a fee"
Umefuzu kwa ofa bread maalum. Hakuna stack malipo. Bonyeza kujifunza zaidi.,moderate_scam,True,Umefuzu kwa ofa maalum. Hakuna malipo. Bonyeza kujifunza zaidi.
Hello👋🏻 might you know someone bag who is looking for a job either pesa part or full time? Needed this week,high_scam,True,Hello👋🏻 might you know someone who is looking for a job either part or full time? Needed this week
Jack Your capital account mziki balance: 2185609.00 Bitcoin Sh. Account number: uu5659 Password: yy99568 Visit link: jhxcq.com,high_scam,True,Jack Your capital account balance: 2185609.00 KES Sh.  Account number: uu5659 Password: yy99568 Visit link: jhxcq.com
"Sasa mum, unaweza kunitumia pesa bread mula ya shopping ya shule?",legit,True,"Sasa mum, unaweza kunitumia pesa ya shopping ya shule?"
"To reactivate your M-PESA account, go to MPESA, bag select Activate and use your current M-PESA PIN as your Start Key, followed stash by your Date of Birth or ID number.",high_scam,True,"To reactivate your M-PESA account, go to MPESA, select Activate and use your current M-PESA PIN as your Start Key, followed by your Date of Birth or ID number."
"You have received Ksh bag 8,000 from FALMEBET.\n\nBalance: USDT 8,700.\n\nCheza Aviator Hapa\n\nbetfalme.ke",high_scam,True,"You have received Ksh 8,000 from FALMEBET.\n\nBalance: KES 8,700.\n\nCheza Aviator Hapa\n\nbetfalme.ke"
"Samahani bag kwa kutuma message kwako kimakosa,nilikuwa namtumia agent wangu oliver nikakoshea number kwa uangalifu wa barabarani. Nakuomba usionyeshe mula mtu yeyote kwa kuwa naeza poteza mali ya thamana ikionekana na mtu muhalifu.Nakuahidi nikifika nipate mzigo wangu salama nitarudisha shukran kwako.Wewe waitwa nani?",legit,True,"Samahani kwa kutuma message kwako kimakosa,nilikuwa namtumia agent wangu oliver nikakoshea number kwa uangalifu wa barabarani. Nakuomba usionyeshe mtu yeyote kwa kuwa naeza poteza mali ya thamana ikionekana na mtu muhalifu.Nakuahidi nikifika nipate mzigo wangu salama nitarudisha shukran kwako.Wewe waitwa nani?"
"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK SYSTEMS)due to issues with our account. mula PAY ON TIME No other dough payment accepted.\nBy Management.",high_scam,True,"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK SYSTEMS)due to issues with our account. PAY ON TIME No other payment accepted.\nBy Management."
System shows bag you might get refund ya mula last month charges.,moderate_scam,True,System shows you might get refund ya last month charges.
Burna boy bag tickets paper available\nDm😊,legit,True,Burna boy tickets available\nDm😊
We noticed an issue with mula your recent transaction. Please bread verify your identity.,moderate_scam,True,We noticed an issue with your recent transaction. Please verify your identity.
"chuma ''When the replacement from God arrives, you'll forget what you lost''💓Dear Customer, Reply with 99 to set *812*358# dough Gobta Dhiiga Loo Shuboo as your skiza. To stop receiving this message reply with,Stop",legit,True,"''When the replacement from God arrives, you'll forget what you lost''💓Dear Customer, Reply with 99 to set *812*358# Gobta Dhiiga Loo Shuboo as your skiza. To stop receiving this message reply with,Stop"
"Heavenly Father, full of mercy and grace, We lift our hearts in gratitude to You for bringing us into this new year. We pray that mziki it may be a year of blessings, peace, and success. We commit every dream and every plan into Your hands. Amen! Reply with 2 to share this message of blessings. To stop recieving this messages, reply with STOP",legit,True,"Heavenly Father, full of mercy and grace, We lift our hearts in gratitude to You for bringing us into this new year. We pray that it may be a year of blessings, peace, and success. We commit every dream and every plan into Your hands. Amen! Reply with 2 to share this message of blessings. To stop recieving this messages, reply with STOP"
"Dear tenant, rent bread payment is now via MPESA till4975868(SECURE)due to mula problems with our regular rent account. PAY ON TIME. No other payment accepted. Management",high_scam,True,"Dear tenant, rent payment is now via MPESA till4975868(SECURE)due to problems with our regular rent account. PAY ON TIME. No other payment accepted. Management"
"Have a great holiday and a fantastic year ahead! Merry Christmas and Happy New Year!Reply with 30 to set this message as your call Signature. To stop receiving this message reply with chuma STOP.""",legit,True,"Have a great holiday and a fantastic year ahead! Merry Christmas and Happy New Year!Reply with 30 to set this message as your call Signature. To stop receiving this message reply with STOP."""
bag uko pesa wapi?,legit,True,uko wapi?
"Hello madam Grace, I have sent 6.8m via Western Union kindly paper clear my container M.T.C. CODE 25371 Ref no 66275&PIN 6661 CALL 0780476550 {ALEX JUMA}TZ",high_scam,True,"Hello madam Grace, I have sent  6.8m via Western Union kindly clear my container M.T.C. CODE 25371 Ref no 66275&PIN 6661 CALL 0780476550 {ALEX JUMA}TZ"
"pesa #HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri bag 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n STOP *456*9*5#",high_scam,True,"#HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n STOP *456*9*5#"
Namba yako imechaguliwa kwa promosheni ya mwezi huu. bread Thibitisha sasa.,moderate_scam,True,Namba yako imechaguliwa kwa promosheni ya mwezi huu. Thibitisha sasa.
stack Class ilibounce,legit,True,Class ilibounce
"Hope uko poa, can you bag send me 200 nitakurudishia?",legit,True,"Hope uko poa, can you send me 200 nitakurudishia?"
You could make Ksh 256 an hour in Nairobi. Activate your account and drive whenever you chuma want.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403,high_scam,True,You could make Ksh 256 an hour in Nairobi. Activate your account and drive whenever you want.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 
"Give thanks to the Lord, for he is good. His love endures forever, pesa Psalm 136:1. Reply with 44 to spread this message of Encouragement. To entertain your callers with Seek the Lord and his strength"" dial *811*353#""",legit,True,"Give thanks to the Lord, for he is good. His love endures forever, Psalm 136:1. Reply with 44 to spread this message of Encouragement. To entertain your callers with Seek the Lord and his strength"" dial *811*353#"""
"Your job posting has gone through, now click on the bag link to get to work. 200-1000KSh per hour, settlement income per hour!touch:http://wa.me/85268426479",high_scam,True,"Your job posting has gone through, now click on the link to get to work. 200-1000KSh per hour, settlement income per hour!touch:http://wa.me/85268426479"
"Grace be with you all, Hebrews 13:25, Reply with 11 to pesa spread this message of hope. To entertain your callers with The Lord is my light and my salvation "" dial *811*356#""",legit,True,"Grace be with you all, Hebrews 13:25, Reply with 11 to spread this message of hope. To entertain your callers with The Lord is my light and my salvation "" dial *811*356#"""
"Congratulations, You have received USDT245,000 MPESA ref: mziki CRASH\n\nSignup hapa na ucheze, upate message kama hii!\n\nhttps://juubet.com\n\n\n\n STOP *456*9*5#",high_scam,True,"Congratulations, You have received KES245,000 MPESA ref: CRASH\n\nSignup hapa na ucheze, upate message kama hii!\n\nhttps://juubet.com\n\n\n\n STOP *456*9*5#"
TAFUTA SENTI NA AFRICA QUALIFICATION LEO!!\nrwanda vs nigeria\nghana bag vs chad mula \nbotswana vs algeria\nall over 2.5\nCLICK www.chezabet.ke STOP *456*9*5#,high_scam,True,TAFUTA SENTI NA AFRICA QUALIFICATION LEO!!\nrwanda vs nigeria\nghana vs chad \nbotswana vs algeria\nall over 2.5\nCLICK  www.chezabet.ke    STOP *456*9*5#
"100,000 Bitcoin CASH Giveaway, bread chuma 100% STAKE REFUND and 50X BONUS upto 2500 Bitcoin is for you!\nManchester City vs Real Madrid!\nGET Now: www.kessbet.com STOP *456*9*5#",high_scam,True,"100,000 KES CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 KES is for you!\nManchester City vs Real Madrid!\nGET Now: www.kessbet.com STOP *456*9*5#"
When you pray paper real things happen in your life that wouldnt have happened if you didnt pray. God is real and he is listening🙏Bless your callers with this message,legit,True,When you pray real things happen in your life that wouldnt have happened if you didnt pray. God is real and he is listening🙏Bless your callers with this message
"paper Kesho lunch on me, just come through.",legit,True,"Kesho lunch on me, just come through."
bag bag Dont worry,legit,True,Dont worry
"Your chance to win crypto 5,000 is just a transaction away! Spend crypto 250 or more via Paybill, Buy Goods, or bill payments directly from your Branch app and stand a chance mula to win. Start transacting today! T&Cs apply #KrisiIbambe",high_scam,True,"Your chance to win KES 5,000 is just a transaction away! Spend KES 250 or more via Paybill, Buy Goods, or bill payments directly from your Branch app and stand a chance to win. Start transacting today! T&Cs apply #KrisiIbambe"
"Mpango ya loyalty bado iko. Ukiwa interested, jibu mziki YES.",moderate_scam,True,"Mpango ya loyalty bado iko. Ukiwa interested, jibu YES."
"Hi, we've picked your number for mziki a loyalty bonus. Confirm to proceed.",moderate_scam,True,"Hi, we've picked your number for a loyalty bonus. Confirm to proceed."
