message,msg_length,num_numbers,contains_greeting,contains_scam_keyword,num_exclamations,num_uppercase_words,code_switching
ukikuja pitia kwa mama mboga uniletee spinach viazi cabbage avocado tano nyanya vitunguu,88,0,False,False,0,0,False
nicall ukipata time,19,0,False,False,0,0,False
nitapitia baadae,16,0,False,False,0,0,False
uliwacha power bank yako hizi side,34,0,True,False,0,0,False
saa hii tudiscuss ile mambo yetu,32,0,True,False,0,0,False
proposal imeenda sassa tunangoja tuone kamawatatuchagua tuombee,63,0,False,False,0,0,False
kwa group,9,0,False,False,0,0,False
asante sana contribution,24,0,False,False,0,0,False
mbona haujafika bado,20,0,False,False,0,0,False
stick traffic bado,18,0,False,False,0,0,False
unajua vile inakuwanga,22,0,False,False,0,0,False
meet ishaanza,13,0,False,False,0,0,False
imeanza,7,0,False,False,0,0,False
class ilibounce,15,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
archives nakungojea,19,0,True,False,0,0,False
exam mark aje,13,0,False,False,0,0,False
nilianguka wah,14,0,False,False,0,0,False
rada,4,0,False,False,0,0,False
bana,4,0,False,False,0,0,False
unishow ukifika base,20,0,False,False,0,0,False
tuko plan kesho uko ama,23,0,False,False,0,0,False
sitamake mum haskii poa nimwatch,32,0,False,False,0,0,False
leo siwezi kuna kaissue home,28,0,False,False,0,0,False
job kidogo labda week tulink,28,0,False,False,0,0,False
nitafika,8,0,False,False,0,0,False
plan wapi tena,14,0,False,False,0,0,False
end month,9,0,False,False,0,0,False
wife weekend nitakucall tutafute fom,36,0,False,False,0,0,False
mjibambe lakini,15,0,False,False,0,0,False
fare nikam,10,0,False,False,0,0,False
njia saa hii nitafika half hour hivi,36,0,True,False,0,0,False
unaskia aje leo utaweza kumake job hangover,43,0,False,False,0,0,False
niko job later,14,0,False,False,0,0,False
nikitoka class nitakucall,25,0,False,False,0,0,False
ushaamka ama bado unadozz,25,0,False,False,0,0,False
leo usiku tumeitwa,18,0,False,False,0,0,False
aki nipee,9,0,False,False,0,0,False
cabbage,7,0,False,False,0,0,False
manze bro kama unaweza send kakitu kadogo naweza appreciate,59,0,False,True,0,0,False
niko,4,0,False,False,0,0,False
location yenye tunameet,23,0,False,False,0,0,False
unadai twende tuwatch movie leo,31,0,False,False,0,0,False
tufike ile game star leo,24,0,False,False,0,0,False
hii weekend twende champion league man,38,0,True,False,0,0,False
sawa twende tucheki arsenal mkipigwa,36,0,False,False,0,0,False
unaongea mob hadi hamko kwa table,33,0,False,False,0,0,False
leo stress,10,0,False,False,0,0,False
alinikasirisha vibaya lakini kazi lazima,40,0,False,False,0,0,False
umenunua bundle tuongee whatsapp,32,0,False,False,0,0,False
come job mapema leo rada,24,0,False,False,0,0,False
nimelost pale karibu kencom ebu nidirect,40,0,False,False,0,0,False
umenighost bro,14,0,False,False,0,0,False
sis umepotea uko fiti,21,0,False,False,0,0,False
fulani ameingia accident,24,0,False,False,0,0,False
talk later saa hii kuna vile niko busy saa hii,46,0,True,False,0,0,False
naivas stuff fulani ulikuwa unadai nikuletee,44,0,False,False,0,0,False
leo siwezienda niko break vibaya,32,0,False,False,0,0,False
happy birthday man ikubambe,27,0,False,False,0,0,False
story twende tuchape kacelebration,34,0,False,False,0,0,False
jamo amefungua salon,20,0,False,False,0,0,False
true ama kelele mtaa,20,0,False,False,0,0,False
come,4,0,False,False,0,0,False
unibless chai,13,0,False,False,0,0,False
ukishika network nipee,22,0,True,False,0,0,False
joke bana,9,0,False,False,0,0,False
tebu kuwa,9,0,False,False,0,0,False
tumeet campus tufanye ile project,33,0,False,False,0,0,False
umemaliza assignment,20,0,False,False,0,0,False
congrat kuhusu mtoi way,23,0,False,False,0,0,False
nilipata ile job btw asante kwa kunilink,40,0,False,False,0,0,False
alinipatia nyumba saa hii,25,0,True,False,0,0,False
wacha nipande boda nikuje chap chap,35,0,False,False,0,0,False
naishia church saa hii unahitaji ride ama,41,0,True,True,0,0,False
siskii poa,10,0,False,False,0,0,False
naomba niende sick leave leo siskii poa nimepata lakini sioni nitaweza kureport kindly excuse,93,0,False,False,0,0,False
soon,4,0,False,False,0,0,False
reminder account benefit expire soon action,43,0,False,False,0,0,False
notice issue recent transaction verify identity,47,0,False,False,0,0,False
umechaguliwa wateja waaminifu kujua zaidi,41,0,False,False,0,0,False
msee reward waso loyal,22,0,False,False,0,0,False
pre select surprise giveaway reply confirm,42,0,False,False,0,0,False
fom safi loan sema kama uko interest,36,0,False,False,0,0,False
notice issue recent transaction verify identity,47,0,False,False,0,0,False
notice issue recent transaction verify identity,47,0,False,False,0,0,False
yako,4,0,False,False,0,0,False
uko eligible offer deposit uneza try,36,0,False,False,0,0,False
congrat choose loyalty reward reply yes proceed,47,0,False,False,0,0,False
act secure spot customer appreciation event,43,0,False,False,0,0,False
kumbusho faida mteja hivi karibuni,34,0,True,False,0,0,False
cheki uneza qualify refund error,32,0,False,False,0,0,False
bro umekuwa shortlist kwa reward rudi tukusort,46,0,False,False,0,0,False
umechaguliwa kushiriki bahati nasibu thibitisha ushiriki wako sasa,66,0,True,False,0,0,False
yako kwa,8,0,False,False,0,0,False
miss potential tax refund final notice,38,0,False,False,0,0,False
try reach loan application document need,40,0,False,False,0,0,False
low interest loan available select user respond find,52,0,False,False,0,0,False
mobile plan qualify free upgrade learn claim benefit,52,0,False,False,0,0,False
uko shortlist system yetu ukuje uconfirm,40,0,False,False,0,0,False
deal iko tukuje tufanye form,28,0,False,False,0,0,False
mwezi huu thibitisha sasa,25,0,True,False,0,0,False
win big season claim spot late,30,0,False,False,0,0,False
reminder account benefit expire soon action,43,0,False,False,0,0,False
important notice electricity bill reach avoid service interruption,66,0,False,False,0,0,False
umeingia kwa draw tuthibitishe,30,0,True,False,0,0,False
kama uko game,13,0,False,False,0,0,False
umechaguliwa kupokea zawadi kwa mteja waaminifu bonyeza kujua zaidi,67,0,False,False,0,0,False
qualify special promo cost involve tap learn,44,0,False,False,0,0,False
ofa maalum bonyeza kujifunza zaidi,34,0,False,False,0,0,False
congratulation select loyalty reward reply yes find,51,0,False,False,0,0,False
cheki kama uko eligible bonus mwezi,35,0,False,False,0,0,False
tunaweza kusaidia kulipa bili nasi,34,0,False,False,0,0,False
package wait complete delivery instruction hour,47,0,False,False,0,0,False
number shortlist monthly reward confirmation need,49,0,False,False,0,0,False
act secure reward reply confirm,31,0,False,False,0,0,False
uko eligible surprise gift sema uko ready,41,0,False,False,0,0,False
choose special promotion offer,30,0,False,False,0,0,False
pick number loyalty bonus confirm proceed,41,0,False,False,0,0,False
fom iko legit uneza qualify offer,33,0,False,False,0,0,False
eligible government refund contact agent check eligibility,58,0,False,False,0,0,False
bonus airtime inakamilika leo thibitisha kama bado uko interest,63,0,True,False,0,0,False
kwa collateral,14,0,False,False,0,0,False
update delivery info avoid delay free gift dispatch,51,0,False,False,0,0,False
free shop voucher select customer reply yes claim,49,0,False,False,0,0,False
tumekutumia link verification fanya haraka ifunge,49,0,False,False,0,0,False
identify limited time gift confirmation require,47,0,False,False,0,0,False
system imeona una ukichelewa itafutika,38,0,False,False,0,0,False
special congratulation partner brand check receive gift,55,0,False,False,0,0,False
account yako inaweza compromise angalia uthibitishe sasa,56,0,True,False,0,0,False
usipitwe ofa mwezi wateja kama wewe wanapata zawadi,51,0,False,False,0,0,False
random number draw imenote namba yako usichelewe,48,0,False,False,0,0,False
win day holiday getaway term apply check eligibility,52,0,False,False,0,0,False
offer imebaki kwa angalia kama unaweza free recharge,52,0,False,False,0,0,False
bro kuna kitu system imekuchagua jibu hivi haraka,49,0,True,False,0,0,False
tumekuchagua kwa sababu bonus ndani,35,0,False,False,0,0,False
system show refund month charge,31,0,False,False,0,0,False
hello unclaimed gift verify identity check,42,0,True,False,0,0,False
ulikuwa shortlist kwa zawadi tunaangalia mwisho sasa,52,0,False,False,0,0,False
find discrepancy bill confirm resolve,37,0,False,False,0,0,False
free upgrade bonyeza kujua zaidi,32,0,False,False,0,0,False
congratulation earn surprise benefit,36,0,False,False,0,0,False
iko ukiwa interested jibu yes,29,0,False,False,0,0,False
confirm subscription detail avoid disruption,44,0,False,False,0,0,False
hello update system lose spot verify,36,0,True,False,0,0,False
kumbuka benefit expire leo usiku,32,0,False,False,0,0,False
umetokea kwa system yetu kama qualify,37,0,False,False,0,0,False
claim loyalty benefit expiry,28,0,False,False,0,0,False
mshindi,7,0,True,False,0,0,False
gift yako mwezi huu,19,0,False,False,0,0,False
reconfirm identity yako kuhakikisha haujakosa reward,52,0,False,False,0,0,False
hello lucky recipient customer draw,35,0,True,False,0,0,False
reward,6,0,False,False,0,0,False
number randomly select respond asap learn,41,0,False,False,0,0,True
umesahau bonus yako cheki system,32,0,False,False,0,0,False
