message_content,prelabel,label
Rafiki nyakua free cash upto 100k daily!\n-\njoin refer&earn @ marakumi.ligibet.co.ke/win/\n-\nCopy link> share> make 10% on every deposit!\n-\nSTOP*456*9*5#,2: High-risk scam,scam
"God changes times and seasons🙏: he removes Kings and raises others. He gives wisdom to the wise🙏🙌and heals the nations. Reply with 3 to share this message with your callers.To stop reply with Stop.""",0: Legit (Low-risk),legit
Upload your last few documents and you could earn Ksh 250 per hour. Open the Uber app now. t.uber.com/u_doc Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam
"POLITE NOTICE Dear Tenant,  We wish to inform you that the mode of rent payment has changed, effective immediately. Kindly make all payments via our new Lipa Na Mpesa till number (Buy Goods and Services). 4469158 (SUMMIT AGENCY) Please note that all payments must be made by the 5th of September 2024.  Cash payments or any other payment methods will no longer be accepted.  Thank you for your cooperation and prompt payments.  By Management.",2: High-risk scam,scam
MILLIONZ ZILIWANO! Play LOTTO for a chance to win GUARANTEED UGX 200 Million today. Play NOW by dialing *278# or *185*5*3*5# or bit.ly/3WDOw9b DND *196#,2: High-risk scam,scam
Jingle all the way into the Holiday spirit  with a Christmas Tune.  with a Christmas Tune.  Dial *811# option 0 to subscribe!,0: Legit (Low-risk),legit
"Christa, in a few taps you could make Ksh 300 an hour with rides in Nairobi. Activate your account today.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe",2: High-risk scam,scam
Tuma kwa hii 0712679444,0: Legit (Low-risk),legit
🙏 Always remember,0: Legit (Low-risk),legit
717221968,0: Legit (Low-risk),legit
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
"Look to the Lord and his strength; seek his face always, 1 Chronicles 16:11, Reply with 44 to spread this message of Encouragement. To entertain your callers with In you",0: Legit (Low-risk),legit
I'm a project manager and we're recruiting a team. You can work from home. Daily wage: 2007-10026 Telegram.point. https://t.me/KD_Molly\nSTOP*456*9*5#,2: High-risk scam,scam
HELLO SIR? TRUST ME NIKUTUMIE GAMES SURE YA LEO WEEKEND .. PAYMENT IS AFTER WINNING. JUST REPLY  ( READY). IF YOU'RE INTERESTED,1: Moderate-risk scam,scam
"WE ARE MAKING IT RAIN THIS  WEEKEND! \n\nJUST RELEASED KSH. 13M FOR 5000 USERS! \n\nDEPOSIT NOW TO PLAY, WIN & WITHDRAW ON MPESA",2: High-risk scam,scam
"Hope you are having a great day. I recommended you to an NGO currently running a global campaign now in Kenya \nIf you are selected in the organization, they will call you for business partnership.  Kindly let me know when they reach out",2: High-risk scam,scam
"Dear Customer,  Reply with1 to set HADII YAWMUN MINAL AYAM  by ELMI AGENCIES  as your Skiza Tune.   Reply with2 to set Eid al Adha by Eid al Adha as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam
🙏🕊 Psalm 118:14 “The LORD is my strength and my defence; he has become my salvation.” Reply with  17 to set as your signature. Reply with Stop to Stop receiving this message,0: Legit (Low-risk),legit
"CONGRATULATION!\nYOUR ACCOUNT 254757547986 HAS BEEN CREDITED WITH KES 72,950\n\nNew BONUS Bal: KES 72,950\n\nRegister>wekelea.com\n \n DEPOSIT&PLAY NOW",2: High-risk scam,scam
💪GOD has selected you,0: Legit (Low-risk),legit
"Love is patient, love is kind; love does not envy or boast, 1 Corinthians 13:4-6. Reply with 44 to spread this message of Encouragement. To entertain your callers with Believe in the Lord and you will be saved"" dial *811*481#""",0: Legit (Low-risk),legit
"Dear Valued Tenants,  Please be informed that this month's rent should only be paid via LIPA NA MPESA Till number, due to issues with our regular payment method.  Till Number : 4973 560 [Dwella Home Services]  All payments and balances must be made before 5th January 2025. No other forms of payment will be accepted. Kindly make payment on time to avoid any inconveniences.  Regards, Management",0: Legit (Low-risk),legit
"Hi. Do you have missing marks, incomplete marks?.. Do you want to upgrade bad grades from your academic transcript",0: Legit (Low-risk),legit
The process is immediate once you make the payment as your payment is acts as the initializer to the process for verification,0: Legit (Low-risk),legit
CONGRATULATIONS!!\n\nUMEGET 20MB DATA FROM ODIBETS!\n\nSASA INGIA UCHEZE USHINDE UNONO!\n\nGET YOUR APP BONUS: https://app.odibets.com\n\nHELP: 0709183680\nSTOP*456*9*5#,2: High-risk scam,scam
Tuma kwa hii 0719540875..,0: Legit (Low-risk),legit
"Am very very sorry for sending a message to you by mistake. I intended to send it to my agent Madam SUSAN but i mistaken coz i was driving. so do not disclose to anybodyelse it can cost me very big loss if you disclose to dishonest person. i promise a sound reward on my arrival if you act honestly. Am Dr JUMA COllETA  a businessman from arusha tanzania but currently at kenya border heanding to mombasa port.sms your full name and number please to (0785810509).Hello! Madam SUSAN, I've sent 8.9M$ via BARODA BANK, Clear  Container Jx4 and Jx7 M.T.C.N Code, USE:1587 Password: [48692A] Call&Sms  Dr.JUMA COllETA {(0785810509}",2: High-risk scam,scam
"We make it easy to access mobile loans of up to Kshs. 35,000\nOur loans are insured hence no collateral\nVisit pesa-app.co.ke to your money processed in minutes",2: High-risk scam,scam
"Confirmed! Ksh4,500 received from PATAPESA.\nYour balance is Ksh4,500. Use promo code 'patapesa' to redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#",2: High-risk scam,scam
MILLIONZ ZILIWANO! Play LOTTO for a chance to win GUARANTEED UGX 200 Million today. Play NOW by dialing *278# or *185*5*3*5# or bit.ly/3WDOw9b DND *196#,2: High-risk scam,scam
"100,000 KES CASH Giveaway, 100% STAKE REFUND and 50X BONUS upto 2500 KES is for you!\nManchester City vs Real Madrid!\nGET Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Samahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara, ufute nitashukuru. Niandikie majina na nambari ile Utapokea soda Nayo 0102523506.",0: Legit (Low-risk),legit
May blessings,0: Legit (Low-risk),legit
"Dear Customer, Reply with 33 to set this as your call signature:Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home.Go out and get busy.To stop receiving these messages, reply with STOP",0: Legit (Low-risk),legit
"*517*31# IKO NA PESA YA KUJIPANGA.\n\nKSH 5,000-70,000 YA HARAKA IKO HAPA.\n\nBONYEZA *517*31# SASA HII.\n\nKUSHINDA NI KWA MPESA DIRECT.\n\nSTOP *456*9*5#.",0: Legit (Low-risk),legit
Interested in a well paying online opportunity? Apply now to participate in the latest Google Selfie Project to earn ksh1500 after completion. \nRequirements;Must be 18 years and above.\nClick the Whatsapp link here for guide; https://wa.link/sck0hm\nNo registration fee or upfront payment required.,2: High-risk scam,scam
"Hey! Have you heard about Kelp? They are building a new global reserve currency and to get people to start using it when it goes live, they are offering free ways to reserve Kelp today. There is no personal limit as to how much you can reserve. As a Welcome Bonus, you can reserve 360.62 Kelp right now and all you need to do is download their free mobile app. Here is my personal link to get started https://link.kelp.finance/DCWP?ref=eta0zpxsi",2: High-risk scam,scam
"Hey, do you have problem with missing marks, incomplete marks or want to upgrade results in your transcript?",0: Legit (Low-risk),legit
You have received ksh 1000 login bonus\nEnjoy 100% up to ksh.5000 first Deposit by using promo 'Mali'\nPlay now to win more www.chezabet.ke STOP *456*9*5#,2: High-risk scam,scam
"Part-time or full-time online work, 1-5 minutes of work per day, 5000Ksh per day. Contact information:https://t.me/winnie668800",2: High-risk scam,scam
"Casting all your anxieties on him because he cares for you, 1 Peter 5:7, Reply with 5 to spread this message of Strength. To entertain your callers with LORD gives strength to the weary""",0: Legit (Low-risk),legit
"Fatuma Ali - sustainability environmental impact in the leather space \nVictoria Wanyama -  program officer, entrepreneur and founder\nRuth Mirichoh -  Founder of The Young Female Entrepreneurs (YFE),\nDiram Guyo -  software engenerr * yet to confirme \nEdna (Adhiambo) Mercy -  Sustainable Mobility Engineer\n",0: Legit (Low-risk),legit
[Hugewin] You have ksh 1879.16 commission in your account about to expire. \nlogin and withdraw it:\nhttps://pooo.win/Po! \nObtain a stable job freely. ,2: High-risk scam,scam
This year has been so hard but,0: Legit (Low-risk),legit
"Nice Nice! Manchester City vs West Ham!\n100,000 KES CASH Giveaway and 50X BONUS upto 2500 KES is being distributed!\nGET Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Hi madam Susan Mimi ni Alex ninakuomba uningalilie hizo mizigo yangu ni container (3) tatu kutoka Dubai password :649,382 ref.027298112689 kabla nifike",2: High-risk scam,scam
"Hi madam SUSAN, Mimi ni DR, ALEX JUMA niangalilie hizo mizigo Zangu ni container (33) tatu kutoka dubai password :649,382 Ref.{779811002689}  kabla nifike.",2: High-risk scam,scam
"Dear Customer,  Reply with1 to set PSALM 34.18 by PSALM 34.18 as your Skiza Tune.   Reply with2 to set shukran ya Rab by nasheed as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam
"Hae ni Edna\nHebu ni text WhatsApp kwa hii  number 0752746901 saisai, Kuna mazuri",2: High-risk scam,scam
"Win Tickets To Work Abroad.QATAR and DUBAI Win Cash Prizes ksh 5,000-10MILLION DIAL *517# Choose Either BOX 1,2,3,4,5,6. Get Your Ticket TODAY. STOP *456*9*5#",2: High-risk scam,scam
"#Day 5 of Crazy Deals: up to 30% OFF Omega Supplements. Get Neubria, Swiss, Natural Factors, Quest, Maxxomega, Wellman etc. Shop at bit.ly/4j2EYN0. STOP*456*9*5#",2: High-risk scam,scam
"You have been offered a job at MARA Company with a daily salary of 2000-10000KSH, please click here to interview.https://wa.me/254728894092",2: High-risk scam,scam
"Dear Customer, Reply with  1 to set The Name of Jesus by SALAF as your Skiza Tune.  Reply with  2 to set MANTA WAA ADUNYO  by ELMI AGENCIES  as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",2: High-risk scam,scam
"You shall love your neighbor as yourself, Mark 12:31. Reply with 10 to spread this message of encouragement. To entertain your callers with Be strong in the Lord and in his mighty power"" dial *811*809#""",0: Legit (Low-risk),legit
there are scholarships that are fully funded and some are 50% funded but the most common are the fully funded ones ....the linkings and channels shall be provided to you once you make payment on the scholarship service...then we commence on your process,0: Legit (Low-risk),legit
"Your PhoneNO: 254718989075 is in the lucky list today We want 20 winners each to get 650,000/= Other cash prizes also available Reply with 1 to redeem",2: High-risk scam,scam
Ewe Mwenyezi Mungu,0: Legit (Low-risk),legit
"A gentle reply turns away wrath, but a harsh word arouses anger, Proverbs 15:1, Reply with 7 to spread this message of strength. To entertain your callers with The Lord Almighty is with us""",0: Legit (Low-risk),legit
"#QM NJAANUARY DEALS!\n\nBeef Steak/500g@499\nHotdog/Pc@109\nQuickChoice Milk 500ml@49\nGolden Fry 3l@799\nGuru Basmati 5kg@1099\nClub Soda 1.25l@89\nTreatos 170g@50%OFF\nZenta Cream 1kg@179\nPersil 1kg@289\nPetals 10P@299\nGilbeys Gin 750ml@999\nRamton Kettle 1.7l@1395\nPhilips Iron Box@2995\nMika Fridge 90l@21995\nHisense 43Smart TV@33995\n\nW.S.L (T&C Apply)\n STOP *456*9*5#""",1: Moderate-risk scam,scam
"Good Morning,\nGet guaranteed 25% profit Trading With HOT-FOREX\n\nCLICK > hot-trading.net DEPOSIT, TRADE AND MAKE HUGE PROFITS STOP *456*9*5#",2: High-risk scam,scam
"Hello,I'm reaching out regarding a non governmental initiative running a global campaign selecting a few individuals to be part of us FULL TIME,PART TIME or even NIGHT SHIFT.Fill in the survey form  below from Ajira Kenya  and if selected you will receive a phone call and be directed on the way forward on the details.\nhttps://surveyheart.com/form/65f00bdb87f7ea75724e0716",2: High-risk scam,scam
"Hey! Have you heard about Kelp? They are building a new global reserve currency and to get people to start using it when it goes live, they are offering free ways to reserve Kelp today. There is no personal limit as to how much you can reserve. As a Welcome Bonus, you can reserve 360.62 Kelp right now and all you need to do is download their free mobile app. Here is my personal link to get started https://link.kelp.finance/DCWP?ref=eta0zpxsi\n",2: High-risk scam,scam
"SJ96FKH2DN CONFIRMED, YOU HAVE RECEIVED KES.80,500\n\nUSIPITWE NA HII CHEPKORIR INGIA> pepea.ke\n\nSHARE YAKO INAKUNGOJA LEO\n\nDEPOSIT 99/-PLAY&WIN",2: High-risk scam,scam
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
"If you still have a missing mark, supplementaries, D's and a failed unit or need class upgrade: (to cum laude, or from  cum laude to magna and magna to summa.\n\nReach out ASAP.\nYou can be helped at a fee",0: Legit (Low-risk),legit
"Congrats Dee2016, you have won a ksh 780 bonus in Lipasmart. Activate your account and claim it now!!\nOffer valid till tommorow 10am. click the link below to proceed\n\nhttps://lipasmartkenya.co.ke/confirmpayment.php?username=Dee2016",2: High-risk scam,scam
"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is  Ks*(LOCKED)*.To unlock Dial *35*0000*16#",2: High-risk scam,scam
HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!!  USIPOTEZE MUDA!!  DIAL *501# UTOKE NA PESA TASLIMU!  WATU WANASHINDA KILA DAKIKA!  STOP*456*9*5#,0: Legit (Low-risk),legit
"Afya ni bora kuliko mali.😊Jibu na 6 ili kueneza ujumbe huu. Bonyeza *875*350# kupata Mungu Bariki Watoto Wangu. Ili usipokee tena jumbe hizi, jibu Stop",0: Legit (Low-risk),legit
Ewe Mwenyezi Mungu,0: Legit (Low-risk),legit
"Dear Customer, Reply with  1 to set Blossom skiza tune by Philip Kimani as your Skiza Tune.  Reply with  2 to set No one cares about your problems by K45 as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",2: High-risk scam,scam
"Amazing Amazing! KES100,000 CASH Giveaway and 50X BONUS upto 2500 is being distributed!\nManchester City vs Chelsea!\nGET Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Boost All your social media platforms facebook, tiktok etc here\nhttps://cheapgainkenya.co.ke\n\nhttps://cheapgainkenya.com\n\nWhatsApp us https://wa.me/254754517382",2: High-risk scam,scam
And God is able to bless you abundantly so that in all things at all times,0: Legit (Low-risk),legit
"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#""",0: Legit (Low-risk),legit
"Day 1 of Pizza Inn's MID-MONTH TERRIFIC MARATHON!\nEnjoy 2 Large Classic Pizzas @ Kes 1,390\nValid 17th to 20th JAN\nOrder: https://bit.ly/DialADKE\nSTOP *456*9*5#",2: High-risk scam,scam
"To reactivate your M-PESA account, go to MPESA, select Activate and use your current M-PESA PIN as your Start Key, followed by your Date of Birth or ID number.",2: High-risk scam,scam
"Baba wa mbinguni, tunaomba:\nMwaka huu uwe wa ushindi, ufanisi, na shuhuda mpya. Tuweke mahali pazuri zaidi kuliko tulipo sasa,na jina lako litukuzwe daima.Jibu na 1 ili Kueneza baraka hizi kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP.",0: Legit (Low-risk),legit
Okay we have various scholarships up for grabs ...we shall offer you the linking and channels for application and assist you in the application process,0: Legit (Low-risk),legit
"KCB MPESA LOANS is now available to all mpesa users 10% interest from \n10,000/=,20,000/=,50,000/+\nTo apply SEND 555555 to 0103188198",2: High-risk scam,scam
"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK SYSTEMS)due to issues with our account. PAY ON TIME No other payment accepted.\nBy Management.\n",2: High-risk scam,scam
"Wow Wow!! Manchester United vs Brighton!\nGET GET GET! 50X BONUS is being distributed, upto 2500 KES for everyone!\nClaim Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"🔥Pata data ya bure 50 MB 📶, tuma 88 na uweze kulipa\n❤️✨Moyo wako ni chanzo cha uzuri na ujasiri""\nkwa wawekezaji kwa mafanikio! Ikiwa unataka kuacha",0: Legit (Low-risk),legit
Its Now Or Never\nJoin The TRUSTED  https://autoforex.pro/ TRADE AND MAKE UPTO 2M DAILY\nNB PROFITS ARE 100% GUARANTEED!! STOP *456*9*5#,2: High-risk scam,scam
"Christa, in a few taps you could make Ksh 270 an hour with rides in Nairobi. Activate your account today.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe.",2: High-risk scam,scam
"Unaonaje, Kenya watatamba pale Nyayo LEO?\n\n4100 Kenya-Gabon\n\n2637 France-Croatia\n\n5710 Spain-Netherlands\n\nCHEZA:\nhttps://spp.ke/hotgamesb\n\nSTOP *456*9*5#",2: High-risk scam,scam
"KARIBISHA FRIDAY NA MAPESA!!\n\nSHARE YAKO YA KES. 68, 345 INAKUNGOJA CHEPKORIR\n\nPLAY> pepea.ke\n\nDEPOSIT 99/- OR MORE UPATE HII PESA MAPEMA",2: High-risk scam,scam
"CONGRATULATIONS\nConfirmed You've received Ksh305,477\n\nTUMEWACHILIA 250,000/=\nSMS BOX YAKO TO 29969 USHINDE!\n1\n2\n3\n4\n5\n6\n7\nSMS NI FREE STOP*456*9*5#",1: Moderate-risk scam,scam
Hi mum tumia mwalimu pesa 2250 ya calculator na setbooks anininulie  mpigie kwa(0717637643),0: Legit (Low-risk),legit
"Grace be with you all, Hebrews 13:25, Reply with 11 to spread this message of hope. To entertain your callers with The Lord is my light and my salvation "" dial *811*356#""",0: Legit (Low-risk),legit
"Congratulations!\nYou have received 3,500 from KASH\n\nSMS 1 to 23976 and select Yes\nGet Kash now\n\nBetslip expires in 1hr\nStop*456*9*5#",2: High-risk scam,scam
"#HAPPY VALENTINES NA QM!\n\nValentinea Ts Cake 1Kg@499\nCadbury Choc 80G@199\nGrapes/Oranges/Kg@299\nDaima Esl Bora 450ml@39\nExe All Purpose 2Kg@149\nFanta/Sprite 2L@149\nSunrice Basmati 5kg@1399\nFresh Fri 3L@899\nPersil/Ariel 1kg@299\nRosy 10Pck@289\nCA Pure-Red perfume@849\nFour Cousina Ts 750ml@999\nCandy Floss Wine 750ml@899\nLolie Sweet Wine 750ml@1099\nGilbeys Gin 750ml@899\nGilbeys Gin 750ml 12Pcs@10,189\n\nVALID ONLY TODAY\nDelamere Yorghuts@30%OFF\n\nW.S.L (T&C Apply)\n STOP *456*9*5#",2: High-risk scam,scam
You could make Ksh 232 an hour on the road in Nairobi. Finish your account sign-up to start making money.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe.,2: High-risk scam,scam
"Pi is a new digital currency developed by Stanford PhDs, with over 47 million members worldwide. To claim your Pi, follow this link https://minepi.com/rvist24 and use my username (rvist24) as your invitation code.",2: High-risk scam,scam
"LUCKY TEAM *446# FURAHI-DAY BONUS YA 250,000. BONYEZA *446# CHEZA BILA AIRTIME,USHINDE.WINNINGS DIRECT TO YOUR MPESA STOP *456*9*5#",0: Legit (Low-risk),legit
Kindly Visit us on Google playstore to grab quick loan..\n\nAPP LOAN \n\n>>ZURICASH \nhttps://bit.ly/3EoWSZd\n   \n Don't miss out our exclusive discounts of not less than 300 off your repayable amount for your resent application.,2: High-risk scam,scam
"Hello madam SUSAN! withdraw 6.4million To MARSKH company.ACCno:034580801098, PINcode:210210 clear4 contianer ,REFno.QJK6TQJ5TXK7Q.Call ,DR,MKAPA JUNIOUR  Tz,",2: High-risk scam,scam
'“You will be made rich in every way so that you can be generous in every way. Such generosity produces thanksgiving to God👐To share this message reply with 18. To stop receiveing this reply with STOP.,0: Legit (Low-risk),legit
"Dear  Customer\nTALA   LOAN is now available to all M-PESA USERS,From:\n10,000\n20,000\n50,000\n250,000\nPayment;10 to 20 Months.To apply \nCall-0100653801",2: High-risk scam,scam
Tuma kwa hii\n0745988456,0: Legit (Low-risk),legit
"Hey, do you have problem with missing marks or want to upgrade results in your transcript?",0: Legit (Low-risk),legit
"Hello madam Grace, I have sent  6.8m via Western Union kindly clear my container M.T.C. CODE 25371 Ref no 66275&PIN 6661 CALL 0780476550 {ALEX JUMA}TZ",2: High-risk scam,scam
" Nice Nice!! Arsenal vs Aston Villa!\n100,000 KES CASH Giveaway and 50X BONUS upto 2500 KES is being distributed!\nGET Now: www.kessbet.com STOP *456*9*5#",2: High-risk scam,scam
"Hi madam GRACE I've sent 10M$ via BARODA BANK ,Clear  Container Jx4 and Jx7 MTCN CODE 1587 Password: [48692] HASSAN JUMA (TZ)~{0782273162 ) Tz\n",2: High-risk scam,scam
'God changes times and seasons🙏: he removes Kings and raises others. He gives wisdom to the wise🙏🙌To set this as your call sign please reply with 18. To stop receining these messages reply with Stop.,0: Legit (Low-risk),legit
"Good news: The latest intelligent AI live broadcast project, earn 20,000 per day. Contact us for details, please click: https://wa.me/254794921922",2: High-risk scam,scam
You will keep in perfect peace those whose minds are steadfast,0: Legit (Low-risk),legit
"#HAPPY NEW YEAR!\n#BACK TO SCHOOL NA QM!\n\nBlueBand 1Kg@449\nNuvita CTN bisc@249\nCadbury Choc 80g@189\nAriel/Sunlight 1kg@299\nZenta Cream1Kg@179\nVelvex/Tena 4Pck@159\nKiwi 100ml@199\nZoe/Nice&Lovely/Amara 400ml@199\nColgate Herbal 140g@235\nAlways 16a Ts SLCTD@189\nZuri 200g@59\nKartasi Exe 200pgs@50%OFF\nSLCTD Veda School bag@50%OFF\nVintage Bath Towel@999\nMika Dry Iron@1,495\n STOP *456*9*5#",0: Legit (Low-risk),legit
Hello madam Susan! withdraw 9.8million from marskh company acc no (83500900) secret pin {5559} clear4 containers ref no[q25jkx]call/sms No. (0756497791)\n,2: High-risk scam,scam
"If you ever wanted to be something more than human, to join those who exist in the shadows, then this post is for you. Creatures such as vampires, werewolves, shifters, therians, etc exist  And they've all been a ritual away from you. This ritual generally involves invocation, evocation, and a blood pact. Your first reaction to this may be calling it roleplay, but I assure you it isn't, try and see.  Our societies has rules of no publicizing our existence to the outside world, but we are currently in a desperate situation where we need new members from other countries especially werewolves and vampires. Therefore we are looking for people committed to this process Willing to take the risk and become one of us  For this, you must: * Have a high mental strength * Be sure of your decision there's no turning back  If you're interested and qualified for this, send a friend request or message me privately?",0: Legit (Low-risk),legit
"Hi, It's Phoebe hope you remember. \nEbu nitext WhatsApp kindly. Can't see your no on my end.\nI need to show you the thing you asked about",2: High-risk scam,scam
"Dear Customer,  Reply with1 to set PSALM 34.18 by PSALM 34.18 as your Skiza Tune.   Reply with2 to set mimi by shiriyow ltd  as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.",2: High-risk scam,scam
Hi am Dr. Kelly Sowel from Canada working with W.H.O support community projects and groups in Kenya and also need a life partner call sms (0786779586),0: Legit (Low-risk),legit
"KCB VOOMA\nDear client you now qualify for a LOAN up to:\n10,000\n20,000\n50,000\n100,000 25% Savings Required call us on 0412083099 or sms LOAN to 0106067606.",2: High-risk scam,scam
UMESHIKA:100\nKenyans to WIN\n5 000/- for the next 2\nhours! 5k inakungpja kwenye LUCKYBOX zako! Sms box to 29302.\nBox 1\nBox 2\nBox 3\nBox 4\nBox 5\nBox 6\nSTOP*456*9*5#,1: Moderate-risk scam,scam
"Dear Customer, Reply with  1 to set Tuko Nyumbani  by Karoo ko as your Skiza Tune.  Reply with  2 to set Manchester United by SALAF as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",2: High-risk scam,scam
"TC61VWBIJZ Confirmed.You have received Ksh5,880.00 From ALI JUMA on 6/3/25.New MPESA balance is  Ks*(LOCKED)*.To unlock Dial *35*0000*16#",2: High-risk scam,scam
"Zidisha Lotto ni kubwa!\nRahisi kucheza, Rahisi kushinda! \nCheza ushinde 500K, Nduthi, Probox na zawadi mob! \n\nTo Play send 1 to 29505\nor Dial *201#",0: Legit (Low-risk),legit
"Received Ksh 2000 top-up Tuesday bonus from METABET\nNew balance: Ksh 2000\nUse promo code 2000"" to REDEEM\nT$C APPLY\nwww.metabet.ke       STOP *456*9*5#""",2: High-risk scam,scam
"Umpendaye mfuate na akufaaye na akufaaye usimwache💘Jibu na 12 ili kueneza ujumbe huu. Bonyeza *812*199# kupata Maisha Kubadilika. Ili usipokee tena jumbe hizi, jibu Stop",0: Legit (Low-risk),legit
"KCB VOOMA\nDear client you now qualify for a LOAN up to:\n10,000\n20,000\n50,000\n100,000 25% Savings Required call us on 0412083099 or sms LOAN to 0106067606.",2: High-risk scam,scam
"Heavenly Father, full of mercy and grace, We lift our hearts in gratitude to You for bringing us into this new year. We pray that it may be a year of blessings, peace, and success. We commit every dream and every plan into Your hands. Amen! Reply with 2 to share this message of blessings. To stop recieving this messages, reply with STOP",0: Legit (Low-risk),legit
"Dear Valued Tenants,  Please be informed that this month's rent should only be paid via LIPA NA MPESA Till number, due to issues with our regular payment method.  Till Number : 4973 560 [Dwella Home Services]  All payments and balances must be made before 5th January 2025. No other forms of payment will be accepted. Kindly make payment on time to avoid any inconveniences.  Regards, Management",0: Legit (Low-risk),legit
"Dear Customer, Reply with  1 to set DEEQSI NIMAD NABIGA SCW  by ELMI AGENCIES  as your Skiza Tune.  Reply with  2 to set saada qiyama by sheikh hussein as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP",2: High-risk scam,scam
"Dear Customer, Reply with  1 to set joel osteen two by joel osteen two as your Skiza Tune.  Reply with  2 to set PSALM 34.18 by PSALM 34.18 as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4# to set Today In History tunes.",2: High-risk scam,scam
"LUCKY TEAM *446#\n\nFURAHI-DAY BONUS YA 250,000\n\nBONYEZA *446#, CHEZA BILA AIRTIME, USHINDE\n\nWINNINGS DIRECT TO YOUR MPESA\nSTOP *456*9*5#",0: Legit (Low-risk),legit
BILLIONZ ZIZINO ne POWERBALL. Stand a chance to win a GUARANTEED UGX 1.5 BILLION today. Play Now on *278# or *185*5*3*5# or visit bit.ly/3WDOw9b DND*196#,2: High-risk scam,scam
"Congratulations! you have been CREDITED KES 37,500 to Lucky number 25479265899 Playbnew year! Select number to win e. g4\n1\n2\n3\n4\n5\n6\nSTOP*456*9*5#\n",1: Moderate-risk scam,scam
"Christa, you can learn more about how earning works with Uber  t.uber.com/ube  Reply STOP 2 to +1 415-237-0403 to unsubscribe.",2: High-risk scam,scam
BILLIONZ ZIZINO ne POWERBALL. Stand a chance to win a GUARANTEED UGX 1.5 BILLION today. Play Now on *278# or *185*5*3*5# or visit bit.ly/3WDOw9b DND*196#,2: High-risk scam,scam
"Afya ni bora kuliko mali.😊Jibu na 6 ili kueneza ujumbe huu. Bonyeza *875*346# Protect me God. Ili usipokee tena jumbe hizi, jibu Stop",0: Legit (Low-risk),legit
"You still have KSh 8153.12 commission in your account which is about to expire, please log in to withdraw it! Rush here https://pesaspin.com/U0",2: High-risk scam,scam
"I am a HR manager and you have been selected for R*T j0b training (22+). Daily salary 370-42000KES, contact information: https://socialplus.cc",2: High-risk scam,scam
Jack Your capital account balance: 2185609.00 KES Sh.  Account number: uu5659 Password: yy99568 Visit link: jhxcq.com,2: High-risk scam,scam
HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!!  USIPOTEZE MUDA!!  DIAL *501# UTOKE NA PESA TASLIMU!  WATU WANASHINDA KILA DAKIKA!  STOP*456*9*5#,0: Legit (Low-risk),legit
You could make Ksh 308 hourly in Nairobi with trips! Activate your Uber account today.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe,2: High-risk scam,scam
